Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date
Youth to the People,Moisturizer,2042.42,3.2,95,Oily,56+,Ceramides,Retinol,Dryness,2024-03-28
CeraVe,Exfoliant,2249.13,5.0,24,Dry,56+,Lactic Acid,Benzoyl Peroxide,Uneven texture,2025-08-03
Youth to the People,Facial Oil,1891.13,3.7,236,Dry,46-55,Tea Tree Oil,Benzoyl Peroxide,Fine lines,2025-05-26
Glossier,Eye Cream,2586.67,4.6,53,Acne-prone,18-25,Bakuchiol,Titanium Dioxide,Redness,2025-05-26
Paula's Choice,Serum,1306.06,3.8,124,Combination,18-25,Peptides,Glycolic Acid,Oiliness,2024-02-07
Kiehl's,Cleanser,1236.66,4.6,45,Dry,26-35,Niacinamide,Salicylic Acid,Sensitivity,2024-01-22
Tatcha,Moisturizer,2624.25,5.0,4,Acne-prone,56+,Jojoba Oil,Ceramides,Oiliness,2025-07-11
Aveeno,Serum,1197.32,3.4,579,Dry,18-25,Vitamin C,Lactic Acid,Dryness,2024-05-16
The Ordinary,Exfoliant,1060.91,3.9,34,Oily,26-35,Azelaic Acid,Zinc Oxide,Fine lines,2025-07-21
Fenty Beauty,Moisturizer,1982.89,3.9,40,Oily,36-45,Squalane,Hyaluronic Acid,Uneven texture,2024-07-27
Glossier,Moisturizer,1079.08,3.9,138,Acne-prone,56+,Bakuchiol,Alpha Arbutin,Dark spots,2024-03-08
Skinceuticals,Sunscreen,2329.01,4.5,18,Sensitive,36-45,Glycolic Acid,Niacinamide,Dullness,2025-01-10
Drunk Elephant,Moisturizer,2332.03,4.6,123,Combination,36-45,Azelaic Acid,Retinol,Pores,2025-05-11
Olay,Sunscreen,831.83,3.7,49,Dry,36-45,Squalane,Ceramides,Fine lines,2025-06-16
The Ordinary,Moisturizer,2015.44,5.0,48,Oily,36-45,Alpha Arbutin,Hyaluronic Acid,Acne,2024-05-18
CeraVe,Cleanser,956.87,3.6,25,Sensitive,46-55,Vitamin C,Benzoyl Peroxide,Redness,2025-08-09
Estee Lauder,Face Mask,848.88,3.5,121,Sensitive,26-35,Niacinamide,Kojic Acid,Sensitivity,2025-08-01
CeraVe,Facial Oil,1790.56,5.0,188,Sensitive,46-55,Kojic Acid,Glycolic Acid,Dryness,2025-03-07
Tatcha,Serum,2764.92,5.0,13,Acne-prone,26-35,Benzoyl Peroxide,Vitamin C,Anti-aging,2025-01-18
Neutrogena,Sunscreen,1225.68,4.6,53,Dry,26-35,Zinc Oxide,Lactic Acid,Uneven texture,2024-06-21
La Roche-Posay,Serum,2484.34,4.5,5,Dry,18-25,Bakuchiol,Niacinamide,Dryness,2024-11-21
Olay,Eye Cream,2250.15,5.0,36,Normal,46-55,Alpha Arbutin,Azelaic Acid,Acne,2024-10-11
La Roche-Posay,Moisturizer,1154.67,4.5,118,Normal,46-55,Alpha Arbutin,Azelaic Acid,Dark spots,2023-12-21
Tatcha,Serum,3520.73,5.0,287,Normal,46-55,Benzoyl Peroxide,Hyaluronic Acid,Dark spots,2023-10-25
Skinceuticals,Sunscreen,1707.09,4.6,685,Normal,36-45,Jojoba Oil,Lactic Acid,Redness,2024-08-21
Fresh,Toner,937.95,4.7,413,Normal,18-25,Alpha Arbutin,Kojic Acid,Oiliness,2024-12-08
Tatcha,Toner,1733.45,4.0,261,Sensitive,36-45,Vitamin C,Squalane,Oiliness,2024-09-04
The Ordinary,Toner,807.01,3.3,30,Acne-prone,46-55,Salicylic Acid,Squalane,Uneven texture,2024-04-16
L'Oreal,Facial Oil,2339.29,4.4,61,Combination,46-55,Vitamin C,Ceramides,Pores,2024-09-08
Glossier,Exfoliant,1993.75,4.3,310,Oily,18-25,Hyaluronic Acid,Peptides,Oiliness,2023-10-11
Aveeno,Serum,2694.56,5.0,215,Oily,18-25,Jojoba Oil,Vitamin C,Fine lines,2024-07-20
CeraVe,Face Mask,520.66,4.2,131,Combination,46-55,Vitamin C,Peptides,Pores,2024-09-28
Skinceuticals,Facial Oil,3837.72,5.0,32,Sensitive,26-35,Bakuchiol,Jojoba Oil,Pores,2024-10-19
Skinceuticals,Cleanser,970.01,3.4,33,Oily,56+,Niacinamide,Bakuchiol,Fine lines,2025-05-16
Kiehl's,Facial Oil,4044.33,5.0,28,Dry,46-55,Titanium Dioxide,Peptides,Dullness,2025-01-24
Glossier,Facial Oil,1256.35,4.9,78,Acne-prone,56+,Kojic Acid,Glycolic Acid,Acne,2025-08-19
Skinceuticals,Sunscreen,1652.91,4.1,190,Oily,18-25,Hyaluronic Acid,Tea Tree Oil,Sensitivity,2025-01-04
Kiehl's,Face Mask,1602.4,4.1,184,Acne-prone,18-25,Vitamin C,Titanium Dioxide,Sensitivity,2024-09-13
Olay,Serum,2407.36,5.0,34,Oily,56+,Tea Tree Oil,Benzoyl Peroxide,Sensitivity,2024-11-23
Clinique,Cleanser,948.03,3.4,188,Oily,46-55,Ceramides,Bakuchiol,Pores,2024-07-14
Clinique,Eye Cream,2151.88,3.9,83,Normal,46-55,Jojoba Oil,Retinol,Dark spots,2023-10-06
Estee Lauder,Facial Oil,3275.75,5.0,23,Sensitive,26-35,Niacinamide,Kojic Acid,Oiliness,2024-08-24
Fresh,Exfoliant,1771.04,5.0,6,Combination,26-35,Bakuchiol,Salicylic Acid,Sensitivity,2023-11-03
Youth to the People,Eye Cream,2361.0,5.0,262,Normal,36-45,Peptides,Salicylic Acid,Redness,2024-04-20
Clinique,Toner,1047.49,3.7,40,Sensitive,26-35,Squalane,Ceramides,Redness,2024-04-11
Fresh,Eye Cream,3205.34,5.0,99,Sensitive,26-35,Squalane,Kojic Acid,Anti-aging,2025-04-19
Clinique,Serum,1951.2,4.5,4,Acne-prone,56+,Bakuchiol,Titanium Dioxide,Fine lines,2023-09-24
The Ordinary,Toner,1429.27,4.5,263,Combination,26-35,Squalane,Niacinamide,Dryness,2025-03-13
Skinceuticals,Exfoliant,2034.12,4.2,8,Acne-prone,46-55,Kojic Acid,Benzoyl Peroxide,Dullness,2024-03-03
CeraVe,Serum,2075.17,5.0,38,Oily,56+,Vitamin C,Alpha Arbutin,Dullness,2024-12-01
Drunk Elephant,Serum,2018.36,4.7,10,Normal,18-25,Azelaic Acid,Vitamin C,Dryness,2025-02-03
Estee Lauder,Moisturizer,3056.57,4.8,68,Combination,26-35,Hyaluronic Acid,Retinol,Fine lines,2024-09-09
Origins,Facial Oil,1896.05,5.0,35,Sensitive,56+,Glycolic Acid,Peptides,Sensitivity,2023-11-04
Olay,Serum,1899.69,4.4,159,Combination,36-45,Salicylic Acid,Benzoyl Peroxide,Acne,2023-12-14
Drunk Elephant,Eye Cream,3612.0,5.0,9,Normal,18-25,Alpha Arbutin,Tea Tree Oil,Dryness,2024-11-20
Estee Lauder,Toner,2092.31,5.0,4,Oily,56+,Vitamin C,Lactic Acid,Redness,2024-04-25
Clinique,Night Cream,4038.43,5.0,164,Acne-prone,56+,Benzoyl Peroxide,Kojic Acid,Sensitivity,2023-12-28
Origins,Exfoliant,1673.74,3.6,122,Normal,18-25,Hyaluronic Acid,Benzoyl Peroxide,Uneven texture,2024-09-23
Glossier,Facial Oil,2292.2,4.4,23,Sensitive,18-25,Azelaic Acid,Kojic Acid,Anti-aging,2025-06-16
Neutrogena,Exfoliant,2074.06,5.0,20,Acne-prone,26-35,Lactic Acid,Jojoba Oil,Dullness,2025-06-03
The Ordinary,Cleanser,1210.19,3.3,62,Normal,56+,Niacinamide,Azelaic Acid,Uneven texture,2024-01-03
Kiehl's,Moisturizer,1821.68,4.2,193,Dry,56+,Ceramides,Benzoyl Peroxide,Pores,2024-12-06
Rare Beauty,Toner,1370.64,3.9,25,Dry,46-55,Benzoyl Peroxide,Kojic Acid,Dullness,2024-04-05
Paula's Choice,Face Mask,955.6,4.6,10,Acne-prone,18-25,Niacinamide,Hyaluronic Acid,Uneven texture,2024-07-01
Drunk Elephant,Serum,1824.45,3.7,87,Normal,26-35,Benzoyl Peroxide,Zinc Oxide,Uneven texture,2025-03-04
Skinceuticals,Sunscreen,1119.81,3.9,34,Dry,36-45,Retinol,Benzoyl Peroxide,Acne,2024-08-23
Clinique,Serum,3797.58,5.0,10,Oily,26-35,Hyaluronic Acid,Tea Tree Oil,Uneven texture,2024-07-12
Drunk Elephant,Cleanser,1227.94,3.5,280,Sensitive,18-25,Benzoyl Peroxide,Peptides,Dullness,2023-11-05
CeraVe,Toner,1377.21,5.0,355,Combination,46-55,Ceramides,Titanium Dioxide,Dark spots,2025-09-17
Aveeno,Face Mask,919.29,3.6,9,Acne-prone,26-35,Retinol,Alpha Arbutin,Fine lines,2024-06-04
Fenty Beauty,Toner,1081.78,4.8,105,Oily,46-55,Titanium Dioxide,Bakuchiol,Oiliness,2024-01-20
La Roche-Posay,Sunscreen,1323.01,4.3,41,Normal,26-35,Azelaic Acid,Peptides,Redness,2025-07-24
Neutrogena,Face Mask,722.18,3.0,31,Dry,56+,Retinol,Hyaluronic Acid,Dullness,2025-04-02
CeraVe,Night Cream,2109.35,4.4,149,Sensitive,26-35,Azelaic Acid,Glycolic Acid,Dryness,2025-02-08
L'Oreal,Toner,1029.26,4.3,6,Dry,46-55,Tea Tree Oil,Alpha Arbutin,Anti-aging,2024-08-25
L'Oreal,Toner,1343.44,3.3,70,Oily,18-25,Zinc Oxide,Kojic Acid,Dark spots,2024-08-17
Rare Beauty,Sunscreen,1491.89,3.8,29,Sensitive,18-25,Tea Tree Oil,Zinc Oxide,Sensitivity,2025-02-02
Neutrogena,Sunscreen,749.31,3.5,29,Acne-prone,26-35,Salicylic Acid,Benzoyl Peroxide,Fine lines,2024-01-30
L'Oreal,Serum,1954.89,3.7,52,Acne-prone,36-45,Bakuchiol,Zinc Oxide,Dark spots,2024-05-23
Estee Lauder,Cleanser,1404.68,5.0,8,Normal,56+,Kojic Acid,Glycolic Acid,Dullness,2024-11-14
Youth to the People,Sunscreen,1474.73,5.0,26,Dry,26-35,Alpha Arbutin,Ceramides,Pores,2024-03-17
Neutrogena,Night Cream,3328.42,5.0,8,Combination,26-35,Vitamin C,Alpha Arbutin,Pores,2025-02-02
CeraVe,Night Cream,2602.88,5.0,45,Dry,46-55,Peptides,Zinc Oxide,Sensitivity,2024-06-18
Fenty Beauty,Night Cream,1446.8,3.8,188,Acne-prone,18-25,Squalane,Titanium Dioxide,Dullness,2025-09-05
Olay,Toner,597.71,3.5,99,Dry,46-55,Jojoba Oil,Azelaic Acid,Sensitivity,2023-11-16
Glossier,Face Mask,868.9,4.0,76,Sensitive,46-55,Ceramides,Hyaluronic Acid,Dark spots,2024-03-08
Skinceuticals,Moisturizer,1385.96,2.7,178,Acne-prone,56+,Titanium Dioxide,Salicylic Acid,Dark spots,2025-05-10
Skinceuticals,Face Mask,1576.48,3.9,128,Combination,46-55,Glycolic Acid,Retinol,Anti-aging,2025-07-24
Aveeno,Cleanser,879.75,5.0,39,Sensitive,26-35,Zinc Oxide,Hyaluronic Acid,Acne,2024-09-24
CeraVe,Facial Oil,2131.93,5.0,255,Acne-prone,56+,Jojoba Oil,Azelaic Acid,Redness,2025-05-28
Aveeno,Moisturizer,1279.33,3.6,45,Oily,26-35,Retinol,Ceramides,Fine lines,2025-02-02
Drunk Elephant,Toner,1810.54,3.8,13,Normal,26-35,Ceramides,Zinc Oxide,Acne,2023-09-21
Aveeno,Serum,1844.19,3.4,21,Oily,26-35,Benzoyl Peroxide,Lactic Acid,Uneven texture,2024-06-11
Fresh,Toner,1050.84,3.3,293,Acne-prone,26-35,Titanium Dioxide,Vitamin C,Hyperpigmentation,2025-06-04
Fresh,Facial Oil,1738.0,3.5,67,Acne-prone,26-35,Zinc Oxide,Azelaic Acid,Dryness,2024-06-12
Estee Lauder,Night Cream,4452.96,5.0,36,Sensitive,46-55,Alpha Arbutin,Azelaic Acid,Anti-aging,2025-07-24
Tatcha,Exfoliant,2858.09,5.0,31,Sensitive,46-55,Tea Tree Oil,Titanium Dioxide,Pores,2024-12-19
Estee Lauder,Eye Cream,2096.89,5.0,28,Oily,56+,Jojoba Oil,Squalane,Sensitivity,2024-10-08
La Roche-Posay,Eye Cream,1727.21,3.9,363,Acne-prone,56+,Zinc Oxide,Retinol,Redness,2023-11-10
Glossier,Eye Cream,2535.67,4.1,95,Combination,56+,Zinc Oxide,Azelaic Acid,Dryness,2024-08-25
Paula's Choice,Toner,1012.65,3.1,168,Acne-prone,56+,Salicylic Acid,Lactic Acid,Dark spots,2024-08-29
Glossier,Moisturizer,1949.17,5.0,20,Oily,46-55,Alpha Arbutin,Azelaic Acid,Oiliness,2024-10-13
La Roche-Posay,Serum,2496.92,5.0,221,Acne-prone,36-45,Vitamin C,Benzoyl Peroxide,Pores,2025-06-28
The Ordinary,Facial Oil,1806.86,3.8,18,Sensitive,26-35,Tea Tree Oil,Glycolic Acid,Dryness,2024-10-04
Fenty Beauty,Cleanser,910.89,3.9,141,Normal,56+,Retinol,Azelaic Acid,Oiliness,2025-08-08
Aveeno,Eye Cream,2840.22,4.8,577,Combination,46-55,Benzoyl Peroxide,Retinol,Dark spots,2024-09-02
La Roche-Posay,Eye Cream,1921.13,4.7,35,Acne-prone,46-55,Bakuchiol,Peptides,Dryness,2024-06-26
Clinique,Serum,4041.83,5.0,76,Dry,18-25,Tea Tree Oil,Alpha Arbutin,Dark spots,2025-04-23
Glossier,Eye Cream,2212.69,4.3,98,Dry,26-35,Bakuchiol,Salicylic Acid,Anti-aging,2024-01-19
Fresh,Moisturizer,911.18,4.1,27,Sensitive,26-35,Peptides,Bakuchiol,Pores,2024-12-23
Fenty Beauty,Exfoliant,1820.01,3.6,5,Combination,26-35,Titanium Dioxide,Benzoyl Peroxide,Redness,2024-02-25
CeraVe,Sunscreen,869.06,4.4,11,Normal,46-55,Peptides,Salicylic Acid,Oiliness,2025-04-17
CeraVe,Cleanser,1244.64,4.7,5,Oily,46-55,Retinol,Squalane,Acne,2025-03-08
Paula's Choice,Eye Cream,1284.89,5.0,20,Normal,46-55,Glycolic Acid,Alpha Arbutin,Redness,2024-03-27
Fenty Beauty,Eye Cream,2265.45,4.7,17,Sensitive,56+,Glycolic Acid,Titanium Dioxide,Oiliness,2025-07-17
Neutrogena,Facial Oil,1578.61,4.9,28,Dry,18-25,Peptides,Squalane,Pores,2023-10-14
Neutrogena,Exfoliant,2295.18,5.0,22,Normal,46-55,Kojic Acid,Retinol,Oiliness,2025-04-13
Olay,Cleanser,799.29,4.4,12,Normal,26-35,Benzoyl Peroxide,Vitamin C,Fine lines,2025-02-23
L'Oreal,Night Cream,2011.18,4.3,44,Sensitive,36-45,Vitamin C,Jojoba Oil,Anti-aging,2024-09-21
Drunk Elephant,Sunscreen,1971.73,2.7,17,Sensitive,26-35,Ceramides,Titanium Dioxide,Uneven texture,2023-12-18
Clinique,Eye Cream,3203.24,5.0,17,Sensitive,36-45,Salicylic Acid,Jojoba Oil,Sensitivity,2024-12-31
Olay,Face Mask,798.83,3.5,10,Dry,46-55,Glycolic Acid,Azelaic Acid,Pores,2025-09-16
L'Oreal,Sunscreen,852.44,5.0,45,Combination,26-35,Glycolic Acid,Alpha Arbutin,Dullness,2025-03-16
Origins,Night Cream,2169.33,3.7,22,Sensitive,26-35,Titanium Dioxide,Zinc Oxide,Uneven texture,2024-07-06
Glossier,Face Mask,894.92,1.8,257,Combination,26-35,Glycolic Acid,Bakuchiol,Fine lines,2024-05-05
Kiehl's,Night Cream,2798.57,4.7,47,Sensitive,56+,Tea Tree Oil,Azelaic Acid,Sensitivity,2025-01-30
Olay,Face Mask,433.25,4.6,208,Normal,56+,Ceramides,Titanium Dioxide,Pores,2024-04-03
Paula's Choice,Facial Oil,1729.29,5.0,99,Dry,36-45,Retinol,Titanium Dioxide,Dark spots,2024-12-23
Estee Lauder,Moisturizer,2459.69,5.0,28,Dry,46-55,Tea Tree Oil,Glycolic Acid,Pores,2023-09-25
The Ordinary,Toner,1376.09,4.3,288,Dry,56+,Retinol,Peptides,Sensitivity,2024-10-28
Skinceuticals,Eye Cream,4700.63,5.0,16,Oily,36-45,Alpha Arbutin,Bakuchiol,Acne,2024-01-18
La Roche-Posay,Night Cream,1791.9,5.0,247,Dry,26-35,Niacinamide,Alpha Arbutin,Oiliness,2023-10-28
Kiehl's,Sunscreen,2143.61,4.9,198,Oily,46-55,Hyaluronic Acid,Lactic Acid,Anti-aging,2025-01-22
The Ordinary,Toner,844.26,3.8,106,Sensitive,36-45,Vitamin C,Hyaluronic Acid,Hyperpigmentation,2025-06-02
Glossier,Moisturizer,1355.8,3.1,54,Dry,56+,Titanium Dioxide,Niacinamide,Oiliness,2024-06-30
Fresh,Moisturizer,1761.99,3.9,178,Sensitive,56+,Alpha Arbutin,Salicylic Acid,Dryness,2025-04-21
Olay,Facial Oil,1963.83,5.0,51,Normal,18-25,Hyaluronic Acid,Squalane,Oiliness,2024-10-04
Olay,Night Cream,1596.03,4.4,20,Combination,26-35,Azelaic Acid,Retinol,Fine lines,2025-02-15
Youth to the People,Sunscreen,1073.36,3.5,71,Acne-prone,18-25,Titanium Dioxide,Bakuchiol,Fine lines,2025-05-12
Clinique,Serum,3414.92,5.0,23,Acne-prone,18-25,Kojic Acid,Glycolic Acid,Hyperpigmentation,2024-08-07
Rare Beauty,Face Mask,541.89,2.5,234,Combination,26-35,Titanium Dioxide,Bakuchiol,Acne,2025-02-17
Estee Lauder,Eye Cream,3830.35,5.0,79,Normal,56+,Lactic Acid,Zinc Oxide,Hyperpigmentation,2024-11-03
Paula's Choice,Eye Cream,2260.66,3.7,91,Normal,46-55,Tea Tree Oil,Jojoba Oil,Pores,2024-03-31
Skinceuticals,Cleanser,1460.68,4.8,5,Combination,18-25,Niacinamide,Tea Tree Oil,Dryness,2023-11-01
La Roche-Posay,Exfoliant,1655.14,5.0,9,Normal,18-25,Squalane,Hyaluronic Acid,Acne,2025-07-26
L'Oreal,Moisturizer,1052.58,4.6,302,Sensitive,26-35,Alpha Arbutin,Retinol,Uneven texture,2024-03-27
Clinique,Serum,1906.15,4.4,111,Combination,46-55,Titanium Dioxide,Ceramides,Anti-aging,2025-08-10
The Ordinary,Exfoliant,2143.78,3.3,46,Sensitive,26-35,Alpha Arbutin,Vitamin C,Anti-aging,2024-09-26
Estee Lauder,Toner,1653.17,4.6,41,Oily,18-25,Tea Tree Oil,Hyaluronic Acid,Dryness,2023-12-25
L'Oreal,Toner,1220.01,5.0,63,Sensitive,36-45,Squalane,Niacinamide,Dullness,2025-04-20
Drunk Elephant,Night Cream,3568.07,5.0,11,Acne-prone,56+,Hyaluronic Acid,Peptides,Acne,2024-07-16
Clinique,Toner,1298.16,3.7,40,Oily,36-45,Tea Tree Oil,Zinc Oxide,Uneven texture,2024-04-30
Youth to the People,Toner,1337.56,4.0,20,Acne-prone,56+,Azelaic Acid,Squalane,Redness,2024-10-03
L'Oreal,Toner,1050.36,4.9,93,Normal,18-25,Glycolic Acid,Titanium Dioxide,Dark spots,2024-03-04
L'Oreal,Facial Oil,2438.31,4.0,58,Sensitive,56+,Alpha Arbutin,Benzoyl Peroxide,Dryness,2024-08-06
L'Oreal,Serum,1723.93,3.6,15,Combination,56+,Vitamin C,Peptides,Dark spots,2025-08-12
Glossier,Moisturizer,1420.8,3.6,54,Oily,36-45,Azelaic Acid,Tea Tree Oil,Oiliness,2025-03-20
The Ordinary,Cleanser,804.03,4.6,403,Combination,26-35,Retinol,Azelaic Acid,Oiliness,2024-06-16
The Ordinary,Serum,1841.95,4.2,34,Oily,26-35,Titanium Dioxide,Squalane,Acne,2024-08-23
L'Oreal,Serum,2048.18,4.0,11,Oily,36-45,Hyaluronic Acid,Titanium Dioxide,Dryness,2025-03-01
Olay,Serum,2503.36,4.9,58,Normal,26-35,Azelaic Acid,Vitamin C,Uneven texture,2024-10-17
Tatcha,Serum,2223.36,5.0,181,Combination,46-55,Jojoba Oil,Alpha Arbutin,Sensitivity,2024-10-14
Kiehl's,Cleanser,1669.04,3.0,37,Acne-prone,46-55,Salicylic Acid,Retinol,Hyperpigmentation,2024-03-27
Olay,Night Cream,2593.41,4.1,25,Normal,36-45,Bakuchiol,Benzoyl Peroxide,Pores,2023-10-19
Rare Beauty,Facial Oil,1575.6,5.0,17,Dry,18-25,Kojic Acid,Peptides,Redness,2024-12-07
Kiehl's,Sunscreen,1621.9,4.4,62,Combination,18-25,Glycolic Acid,Kojic Acid,Pores,2024-03-11
Fenty Beauty,Moisturizer,1990.86,5.0,296,Oily,18-25,Zinc Oxide,Peptides,Acne,2025-05-24
Paula's Choice,Cleanser,689.84,2.4,39,Acne-prone,36-45,Peptides,Zinc Oxide,Pores,2024-05-13
Neutrogena,Facial Oil,2581.22,5.0,210,Acne-prone,26-35,Niacinamide,Kojic Acid,Hyperpigmentation,2025-08-10
Fenty Beauty,Eye Cream,1899.88,4.9,31,Sensitive,26-35,Benzoyl Peroxide,Bakuchiol,Redness,2023-10-18
Neutrogena,Cleanser,641.71,2.9,117,Normal,18-25,Hyaluronic Acid,Titanium Dioxide,Sensitivity,2025-06-25
CeraVe,Facial Oil,2007.24,5.0,19,Sensitive,18-25,Lactic Acid,Kojic Acid,Redness,2025-07-20
Youth to the People,Cleanser,1156.66,3.4,101,Acne-prone,56+,Vitamin C,Titanium Dioxide,Anti-aging,2024-07-25
CeraVe,Serum,1810.69,2.7,84,Acne-prone,36-45,Bakuchiol,Lactic Acid,Dryness,2025-06-25
Youth to the People,Moisturizer,1792.47,3.8,355,Combination,18-25,Vitamin C,Lactic Acid,Fine lines,2025-05-16
Paula's Choice,Moisturizer,1672.4,4.3,35,Acne-prone,26-35,Vitamin C,Jojoba Oil,Fine lines,2025-05-28
Glossier,Facial Oil,1586.2,5.0,19,Normal,46-55,Kojic Acid,Peptides,Acne,2025-05-26
Fenty Beauty,Face Mask,545.03,2.7,51,Sensitive,36-45,Lactic Acid,Hyaluronic Acid,Anti-aging,2025-01-29
Skinceuticals,Night Cream,3563.66,5.0,49,Sensitive,46-55,Peptides,Ceramides,Fine lines,2025-04-25
Kiehl's,Sunscreen,2427.76,4.0,42,Acne-prone,46-55,Tea Tree Oil,Alpha Arbutin,Oiliness,2024-11-20
Clinique,Eye Cream,3463.55,5.0,43,Normal,26-35,Tea Tree Oil,Zinc Oxide,Uneven texture,2024-05-08
Estee Lauder,Eye Cream,4527.54,5.0,28,Combination,46-55,Lactic Acid,Salicylic Acid,Dullness,2025-09-02
Olay,Moisturizer,1942.65,4.3,3,Combination,56+,Peptides,Vitamin C,Oiliness,2024-01-30
Glossier,Face Mask,552.16,3.5,49,Normal,46-55,Jojoba Oil,Vitamin C,Dullness,2025-09-01
L'Oreal,Serum,1290.92,4.0,90,Normal,46-55,Niacinamide,Alpha Arbutin,Oiliness,2025-06-18
Fenty Beauty,Cleanser,1055.81,5.0,7,Acne-prone,56+,Alpha Arbutin,Titanium Dioxide,Pores,2023-12-17
CeraVe,Toner,783.54,4.6,85,Dry,18-25,Squalane,Hyaluronic Acid,Dryness,2023-11-19
Youth to the People,Moisturizer,2015.67,5.0,203,Normal,26-35,Peptides,Tea Tree Oil,Hyperpigmentation,2024-08-06
Origins,Sunscreen,1082.12,3.1,73,Combination,36-45,Kojic Acid,Alpha Arbutin,Dark spots,2025-05-21
L'Oreal,Cleanser,656.85,3.7,116,Acne-prone,46-55,Ceramides,Lactic Acid,Dryness,2024-04-26
Tatcha,Serum,2245.01,5.0,8,Sensitive,36-45,Zinc Oxide,Bakuchiol,Fine lines,2023-11-28
Youth to the People,Facial Oil,1877.4,5.0,76,Combination,46-55,Lactic Acid,Zinc Oxide,Uneven texture,2024-04-28
L'Oreal,Toner,608.63,3.0,1683,Dry,56+,Niacinamide,Ceramides,Dullness,2025-04-06
Youth to the People,Moisturizer,894.81,3.6,20,Combination,18-25,Peptides,Benzoyl Peroxide,Anti-aging,2025-07-27
Olay,Eye Cream,2310.01,3.7,61,Acne-prone,46-55,Azelaic Acid,Kojic Acid,Anti-aging,2023-11-06
Kiehl's,Serum,2584.94,4.4,64,Combination,46-55,Squalane,Niacinamide,Oiliness,2024-09-18
Tatcha,Toner,1921.8,5.0,32,Normal,46-55,Niacinamide,Glycolic Acid,Pores,2024-07-19
Olay,Exfoliant,1905.11,5.0,66,Oily,56+,Hyaluronic Acid,Salicylic Acid,Dark spots,2025-09-18
La Roche-Posay,Toner,1205.01,3.3,7,Combination,46-55,Benzoyl Peroxide,Jojoba Oil,Anti-aging,2024-08-24
Skinceuticals,Eye Cream,2496.37,4.0,38,Normal,36-45,Benzoyl Peroxide,Titanium Dioxide,Sensitivity,2024-02-14
L'Oreal,Sunscreen,784.41,3.4,174,Dry,26-35,Benzoyl Peroxide,Niacinamide,Uneven texture,2025-03-02
L'Oreal,Cleanser,713.16,3.1,16,Combination,26-35,Glycolic Acid,Jojoba Oil,Dryness,2024-09-28
Aveeno,Serum,1534.93,5.0,16,Combination,26-35,Retinol,Azelaic Acid,Dryness,2024-10-22
Rare Beauty,Moisturizer,1096.86,3.4,129,Dry,26-35,Vitamin C,Peptides,Pores,2025-08-24
Fenty Beauty,Exfoliant,1129.82,4.4,52,Normal,26-35,Retinol,Bakuchiol,Anti-aging,2024-08-22
L'Oreal,Sunscreen,818.47,4.3,40,Normal,18-25,Retinol,Zinc Oxide,Dullness,2023-09-23
Neutrogena,Eye Cream,2237.19,5.0,133,Oily,36-45,Azelaic Acid,Kojic Acid,Redness,2023-10-07
La Roche-Posay,Night Cream,1923.99,3.9,7,Sensitive,26-35,Glycolic Acid,Azelaic Acid,Redness,2025-02-21
Youth to the People,Serum,2220.28,4.1,28,Oily,26-35,Hyaluronic Acid,Lactic Acid,Dullness,2024-03-26
Skinceuticals,Exfoliant,1420.15,3.8,73,Normal,18-25,Tea Tree Oil,Ceramides,Dark spots,2024-02-23
Estee Lauder,Night Cream,4362.68,5.0,145,Combination,18-25,Bakuchiol,Squalane,Uneven texture,2025-06-24
Neutrogena,Serum,2056.97,4.1,50,Normal,26-35,Benzoyl Peroxide,Jojoba Oil,Uneven texture,2024-01-29
Tatcha,Night Cream,2396.84,5.0,52,Acne-prone,36-45,Vitamin C,Kojic Acid,Acne,2024-10-03
Glossier,Face Mask,685.4,3.8,20,Acne-prone,18-25,Vitamin C,Salicylic Acid,Hyperpigmentation,2025-04-18
Origins,Sunscreen,1125.86,4.7,480,Combination,36-45,Azelaic Acid,Tea Tree Oil,Oiliness,2025-03-15
Estee Lauder,Eye Cream,4518.46,5.0,77,Combination,46-55,Zinc Oxide,Glycolic Acid,Dryness,2024-02-18
Aveeno,Night Cream,2367.44,5.0,34,Dry,18-25,Peptides,Jojoba Oil,Hyperpigmentation,2025-08-15
Rare Beauty,Face Mask,1062.55,4.0,31,Combination,46-55,Vitamin C,Glycolic Acid,Oiliness,2024-05-30
The Ordinary,Sunscreen,1306.83,3.4,25,Sensitive,26-35,Niacinamide,Ceramides,Pores,2025-07-14
Glossier,Face Mask,689.61,4.6,40,Combination,18-25,Jojoba Oil,Squalane,Anti-aging,2025-08-07
Clinique,Moisturizer,2143.89,4.5,18,Combination,46-55,Benzoyl Peroxide,Hyaluronic Acid,Uneven texture,2024-12-13
Origins,Facial Oil,1951.87,4.6,9,Oily,26-35,Retinol,Ceramides,Oiliness,2025-07-03
Youth to the People,Eye Cream,2139.83,5.0,99,Combination,56+,Vitamin C,Kojic Acid,Anti-aging,2024-06-16
Fenty Beauty,Cleanser,951.14,3.3,287,Normal,18-25,Lactic Acid,Niacinamide,Anti-aging,2024-09-26
Skinceuticals,Toner,1416.39,4.4,205,Acne-prone,36-45,Lactic Acid,Retinol,Pores,2024-02-28
Rare Beauty,Toner,823.57,3.2,50,Normal,46-55,Lactic Acid,Peptides,Redness,2023-11-13
